"","AT","AP","AH","AFDP","GTEP","TIT","TAT","TEY","CDP","CO","NOX"
"4064",22.274,1014.7,97.131,3.8661,25.276,1091,549.57,133.65,11.989,0.78031,58.139
"4065",23.851,1014.7,91.991,3.1937,20.316,1060.9,550.01,111.64,10.615,1.9207,52.226
"4066",25.533,1014.7,82.114,3.2055,20.408,1061.1,550.03,111.55,10.706,1.7501,53.267
"4067",27.11,1014.7,74.002,3.6819,23.963,1081.9,549.89,125.67,11.678,1.1882,58.361
"4068",28.35,1014.8,68.826,3.9579,26.023,1094.1,549.73,133.76,12.188,1.0643,61.212
"4069",28.875,1014.6,67.702,3.5137,22.725,1075,549.94,120.02,11.299,2.0392,55.731
"4070",29.758,1014.2,60.34,3.2753,20.754,1063.3,549.94,111.81,10.79,2.0748,51.01
"4071",30.529,1013.9,54.541,3.2844,20.809,1063.5,550.16,111.81,10.844,1.4461,50.77
"4072",30.964,1013.7,52.044,3.5671,22.977,1076,550.1,120.35,11.478,0.76124,54.456
"4073",30.992,1013.5,50.904,4.0154,26.404,1095.5,550.03,133.77,12.333,0.067486,62.244
"4074",30.785,1013.2,50.481,3.9954,26.363,1095.8,550.21,133.77,12.251,1.4192,66.272
"4075",30.196,1013.1,52.166,3.2571,20.929,1064.5,549.9,112.51,10.919,3.1064,56.392
"4076",29.228,1013.3,54.397,3.4683,22.764,1074.8,549.85,120.38,11.405,1.9774,58.498
"4077",25.508,1013.2,70.098,3.1136,20.501,1061.6,549.89,112.12,10.8,1.1824,52.146
"4078",24.737,1012.5,75.416,3.1327,20.727,1063,549.95,113.32,10.812,1.412,53.024
"4079",24.518,1012,77.067,3.1162,20.389,1060.8,550.17,111.79,10.681,1.6131,53.788
"4080",23.923,1011.9,79.487,3.0966,20.205,1060.2,550.01,111.77,10.634,1.8316,53.688
"4081",23.137,1012,82.988,3.1164,20.199,1060,550.02,111.8,10.58,2.1123,53.674
"4082",23.076,1011.8,84.413,3.116,20.118,1059.5,550.02,111.71,10.536,1.8654,53.782
"4083",23.534,1011.8,90.202,3.1385,20.491,1061.3,549.89,112.51,10.727,1.7953,51.681
"4084",24.477,1011.9,89.169,3.8222,25.463,1090.3,550.36,132.93,11.969,0.76953,58.009
"4085",25.52,1011.9,80.936,4.1098,27.431,1094.4,545.35,138.62,12.586,0.31665,57.836
"4086",26.602,1011.9,71.027,4.5139,30.399,1099.6,538.39,148.68,13.378,0.22535,54.598
"4087",27.656,1011.7,66.75,4.5504,30.559,1099.7,538.27,148.62,13.441,0.41838,54.818
"4088",28.898,1011.6,64.444,4.409,29.54,1099.8,541.68,146.18,13.186,0.76984,56.679
"4089",29.448,1011.6,59.7,4.4588,29.84,1100,540.68,146.95,13.272,1.1348,58.189
"4090",30.03,1011.4,53.818,4.4649,29.942,1099.7,540.19,147.48,13.175,1.1084,58.26
"4091",30.577,1011.3,51.294,4.4772,30.071,1099.8,540.06,147.83,13.325,0.30482,56.372
"4092",30.611,1011.2,52.505,4.479,30.033,1100,540.03,147.86,13.216,0.11623,54.55
"4093",30.439,1011,55.337,4.44,29.847,1099.9,540.94,147.35,13.23,0.099751,54.375
"4094",30.578,1010.6,54.502,4.3828,29.527,1098.7,541.25,145.51,13.072,0.44453,56.894
"4095",30.328,1010.3,55.467,3.9555,26.213,1094.3,549.87,133.84,12.294,0.26836,61.489
"4096",29.427,1010.4,58.585,3.918,26.039,1093.5,549.78,133.83,12.26,0.3975,61.679
"4097",28.108,1010.5,61.279,3.8511,25.77,1093.1,550.01,133.84,12.312,0.69635,61.854
"4098",26.727,1010.7,66.826,4.3811,30.141,1099.3,538.72,148.21,13.266,0.77507,56.692
"4099",25.454,1010.8,73.911,3.7601,25.506,1091.4,550.03,134.19,12.16,0.75791,58.586
"4100",24.563,1010.8,80.172,3.7941,25.587,1091.3,549.7,134.43,12.093,0.3858,58.536
"4101",23.789,1010.6,87.134,4.3235,29.453,1099.9,541.04,147.37,13.098,0.3104,55.624
"4102",23.523,1010.2,92.074,3.8159,25.29,1090.6,549.99,133.92,12.122,0.54366,56.737
"4103",23.107,1009.7,93.398,3.4814,22.628,1075,549.83,122.72,11.39,0.91936,52.316
"4104",22.795,1009.6,94.506,3.1971,20.194,1060.6,550.18,112.68,10.694,1.6484,50.348
"4105",22.515,1009.6,95.305,3.2186,20.208,1060.6,550.15,112.8,10.682,1.7044,51.78
"4106",22.387,1009.7,96.209,3.2101,20.232,1061,550.11,112.79,10.637,1.7406,51.195
"4107",22.803,1010,97.163,3.2095,20.268,1061.1,550.06,112.57,10.572,1.6841,51.775
"4108",23.796,1010.3,95.448,3.568,23.09,1077,549.95,123.76,11.382,1.2276,55.282
"4109",25.642,1010.4,84.984,3.8919,25.888,1093.5,549.96,134.34,12.242,0.26823,60.775
"4110",27.418,1010.5,72.281,4.5102,30.56,1099.7,537.82,147.82,13.288,0.34279,55.338
"4111",28.507,1010.4,66.648,4.4641,30.124,1100.1,539.56,147.19,13.234,0.32522,56.288
"4112",29.599,1010.5,61.658,4.4655,30.145,1100,539.78,147.26,13.245,0.51556,55.712
"4113",30.067,1010.4,57.53,4.4023,29.517,1099.7,541.7,146.35,13.157,0.94871,58.622
"4114",30.364,1010,54.215,4.4701,29.959,1099.7,540.53,147.47,13.21,1.0821,58.806
"4115",30.568,1009.9,52.935,4.4408,29.749,1099.7,541.3,147.05,13.129,0.32655,56.437
"4116",30.958,1009.6,51.552,4.4816,30.097,1099.8,540.26,147.64,13.232,0.30669,55.984
"4117",30.988,1009.4,50.84,4.4614,29.911,1100,540.97,147.3,13.252,0.12406,55.223
"4118",30.98,1009.2,50.631,4.4719,30.143,1099.8,540.26,147.76,13.261,0.64773,55.765
"4119",30.838,1009.2,49.466,4.3153,29.154,1099.8,543.27,145.87,13.011,0.28547,59.133
"4120",29.982,1009.3,52.209,4.1993,28.183,1099.7,546.64,141.58,12.769,0.27391,63.407
"4121",28.768,1009.6,59.711,3.7181,24.7,1084.2,549.59,127.78,11.776,1.0205,56.653
"4122",27.46,1009.8,65.952,3.5403,23.377,1078.1,550.41,123.83,11.585,1.0581,57.335
"4123",26.163,1010.1,70.017,3.8533,25.892,1092.8,549.93,134.53,12.274,0.79485,62.8
"4124",25.126,1010.1,73.879,4.1281,28.242,1099.8,546.04,142.67,12.833,0.23289,62.451
"4125",24.299,1010,77.399,4.3823,30.479,1100,538.66,149.22,13.31,0.28528,55.935
"4126",23.891,1009.6,75.008,3.8066,25.812,1091.1,549.46,134.79,12.13,0.3408,60.486
"4127",23.589,1009.3,78.604,3.7712,25.487,1091.5,550.24,134.61,12.187,0.39181,61.899
"4128",23.195,1009,85.156,3.8164,25.655,1092.1,550.04,135.19,12.244,0.37036,60.34
"4129",23.202,1009.1,90.288,3.8202,25.482,1091.7,549.99,134.77,12.155,0.35083,59.212
"4130",23.446,1009.3,92.413,3.8416,25.52,1092.1,549.83,134.75,12.237,0.35639,59.219
"4131",23.606,1009.6,94.972,4.4985,30.224,1099.4,538.74,148.33,13.231,0.31962,53.854
"4132",24.533,1009.9,94.63,3.9067,25.746,1092.6,549.71,134.7,12.23,0.45103,57.772
"4133",26.282,1010.3,86.556,4.4897,30.232,1100,539.01,147.05,13.206,0.6998,53.039
"4134",27.902,1010.3,73.287,4.5269,30.606,1099.8,537.92,148.25,13.381,0.24569,53.693
"4135",29.907,1010.2,64.101,4.443,29.711,1099.8,541.61,146.17,13.137,0.87055,58.133
"4136",30.031,1010.1,64.198,4.3828,29.336,1100,543.1,145.42,13.083,1.159,58.791
"4137",30.196,1009.8,63.388,4.4193,29.529,1100.2,542.11,145.64,13.09,0.40911,55.989
"4138",30.469,1009.6,62.027,4.369,29.136,1100.1,543.45,144.96,12.9,0.096958,56.604
"4139",30.846,1009.4,53.134,3.99,26.354,1094.9,550.37,133.93,12.297,0.37285,63.364
"4140",30.281,1009.9,54.314,3.9934,26.538,1096.2,549.69,135.23,12.458,0.26827,63.82
"4141",29.203,1010.2,60.576,4.1531,27.839,1100,547.74,139.77,12.606,0.35754,63.863
"4142",27.761,1010.3,67.091,3.9183,26.324,1094.9,550.34,135.64,12.377,0.42801,61.81
"4143",26.373,1010.7,77.359,3.8417,25.694,1092.1,550.3,133.85,12.332,0.35976,57.486
"4144",25.436,1010.9,82.65,3.8502,25.818,1092.8,550.56,134.76,12.287,0.50803,65.637
"4145",24.571,1010.8,85.947,3.8244,25.524,1091.4,549.94,134.1,12.177,0.65771,59.027
"4146",24.183,1010.6,89.622,3.8637,25.731,1092.3,550.2,134.86,12.192,0.5675,57.887
"4147",23.704,1010.5,89.813,3.794,25.155,1089.6,550.16,133.18,11.962,0.7158,58.297
"4148",23.315,1010.3,92.22,3.8156,25.484,1091,550.27,134.25,12.076,0.52376,57.87
"4149",23.161,1010.1,93.187,3.8662,25.69,1092.3,550.04,135.26,12.251,0.29012,58.359
"4150",23.029,1010,93.26,3.8502,25.517,1091.5,549.99,134.76,12.151,0.3142,58.176
"4151",22.547,1010.3,93.537,3.8321,25.447,1091.4,550.23,134.74,12.145,0.3445,60.128
"4152",22.521,1010.4,95.293,3.8489,25.486,1091.4,550.06,134.75,12.135,0.23189,58.08
"4153",23.411,1010.5,95.984,3.8939,25.64,1092.4,549.92,134.67,12.079,0.26602,58.121
"4154",25.06,1010.4,89.328,4.4482,29.926,1099.4,539.96,146.7,13.175,0.74063,54.881
"4155",26.706,1010.7,79.312,4.4286,29.75,1100.1,540.93,146.73,13.155,0.23865,54.745
"4156",27.772,1010.9,73.259,4.4576,30.026,1100.1,540.19,147.22,13.222,0.3297,55.487
"4157",28.823,1011,67.642,4.4484,29.813,1099.7,540.83,146.57,13.222,0.65439,56.965
"4158",29.617,1011.1,63.126,4.4566,29.997,1099.8,540.76,146.77,13.197,0.90106,57.547
"4159",30.247,1010.9,60.401,4.4179,29.635,1099.7,542.03,146.05,13.147,1.1061,58.225
"4160",30.362,1010.9,63.274,4.4431,29.698,1100.2,541.65,145.86,13.16,0.7801,56.806
"4161",30.389,1010.9,64.114,4.4006,29.351,1099.7,542.61,145.23,13.068,0.45616,56.591
"4162",30.676,1010.8,61.401,4.4506,29.772,1099.8,541.23,146.07,13.166,0.31721,55.146
"4163",31.459,1010.7,54.885,4.395,29.585,1099.6,541.87,146.37,13.187,0.67352,55.913
"4164",31.109,1010.8,56.081,4.4235,29.813,1100,540.89,146.91,13.221,0.72938,55.041
"4165",30.198,1011.1,60.656,4.3597,29.558,1099.8,541.51,146.34,13.108,0.63995,54.052
"4166",28.78,1011.6,67.253,4.093,27.768,1099.4,548.11,140.61,12.557,0.8202,61.245
"4167",27.528,1012.2,73.639,3.8984,26.457,1095.9,550.06,136.37,12.351,0.67911,60.9
"4168",26.605,1012.4,80.243,3.8637,25.92,1092.8,549.8,134.48,12.356,0.72874,58.323
"4169",25.692,1012.3,86.076,4.0518,27.246,1099,549.32,139.86,12.64,0.60942,60.671
"4170",24.78,1012.2,89.296,4.4617,30.356,1099.8,538.88,148.41,13.301,0.29101,52.916
"4171",24.127,1012,90.586,3.1977,20.509,1061.5,549.84,112.87,10.771,1.7205,50.605
"4172",23.664,1011.9,90.84,3.1167,20.186,1060,550.07,111.78,10.639,2.0646,50.712
"4173",23.2,1011.9,92.323,3.1008,20.104,1060.1,550.39,111.78,10.63,1.7987,50.707
"4174",23,1011.9,93.282,3.0903,20.127,1059.9,550.25,111.78,10.622,1.7594,51.206
"4175",22.767,1011.8,94.263,3.117,20.107,1059.8,549.97,111.78,10.637,2.2106,51.916
"4176",22.91,1011.9,95.111,3.1437,20.106,1059.6,550.02,111.58,10.558,1.9288,50.774
"4177",23.662,1012,95.6,4.5255,30.257,1098.1,537.73,146.88,13.319,0.59313,53.052
"4178",25.301,1012.3,91.911,4.4526,30.01,1100,540.32,146.57,13.225,0.48202,53.065
"4179",26.747,1012.4,85.019,4.4629,29.936,1100.1,540.29,146.04,13.205,0.25337,52.442
"4180",28.079,1012.6,80.511,4.3219,29.096,1100.3,543.66,144.27,12.983,0.21614,54.022
"4181",29.21,1012.7,71.845,4.3213,29.374,1100.2,542.23,144.8,13.098,0.29609,52.741
"4182",31.111,1012.3,44.453,4.4486,30.016,1100.3,540.53,147.37,13.261,0.65326,57.791
"4183",31.74,1012.2,41.623,4.5323,30.419,1100.2,539.1,148.16,13.343,0.37685,59.452
"4184",32.407,1011.9,35.625,4.2795,28.377,1099.9,545.82,138.65,12.885,0.20229,70.275
"4185",31.985,1011.8,36.401,4.4326,29.589,1099.7,541.29,141.57,13.096,0.56017,66.223
"4186",31.287,1011.7,39.832,3.9524,26.295,1094.8,550.18,133.26,12.262,0.46049,66.057
"4187",30.04,1011.5,43.518,3.918,26.165,1094.2,550.22,133.84,12.18,0.55508,66.713
"4188",28.012,1011.8,50.576,3.8329,25.917,1092.5,549.88,133.81,12.126,0.71916,65.954
"4189",26.429,1012.1,59.371,3.8129,25.904,1092.8,549.81,134.5,12.072,0.71889,64.445
"4190",25.269,1011.9,65.221,3.7465,25.688,1092.2,550.16,134.51,12.134,0.77352,63.241
"4191",23.873,1011.6,68.974,3.8124,25.773,1092.5,550.28,135.27,12.144,0.32521,63.729
"4192",22.79,1011.3,72.711,4.4628,31.071,1099.9,535.99,151.82,13.481,0.33292,56.342
"4193",22.131,1011,78.354,4.3901,30.51,1100.4,537.87,150.62,13.477,0.3166,56.657
"4194",21.497,1010.8,81.219,4.1309,28.448,1089.3,538.98,141.98,12.77,0.66452,56.577
"4195",20.94,1010.6,83.873,3.0474,20.197,1059.6,550.04,112.69,10.574,2.0197,56.622
"4196",20.441,1010.4,85.033,3.0805,20.129,1059.7,550.05,112.76,10.567,2.0964,58.172
"4197",20.247,1010.3,86.385,3.1137,20.096,1060.2,549.7,112.77,10.56,1.9998,58.15
"4198",21.154,1010.5,85.579,3.1427,20.231,1060.9,549.81,112.74,10.555,1.8402,57.735
"4199",23.342,1010.8,75.193,3.8775,25.98,1092,549.26,134.2,12.209,0.83261,68.009
"4200",26.505,1010.9,50.941,4.485,30.024,1099.6,540.51,144.14,13.307,0.44111,68.603
"4201",28.753,1011,49.211,4.6329,31.066,1099.7,536.87,149.66,13.422,0.34584,60.202
"4202",30.471,1010.9,46.944,4.6816,31.29,1099.8,535.92,150.82,13.583,0.86783,57.751
"4203",30.927,1010.6,46.125,4.518,30.215,1099.8,539.72,148.38,13.254,0.74954,60.238
"4204",31.385,1010.4,47.276,4.3636,29.198,1096.9,541.59,144.6,13.052,0.82364,59.739
"4205",31.833,1009.9,49.187,3.3208,20.974,1063.6,549.96,112.01,10.722,1.611,54.809
"4206",32.286,1009.3,47.046,3.2479,20.461,1060.7,549.96,109.83,10.493,1.2746,52.28
"4207",32.391,1008.9,45.733,3.0809,19.432,1053.8,549.81,104.97,10.494,1.5957,51.536
"4208",32.54,1008.5,45.216,3.5999,23.475,1069,545.52,118.93,11.409,2.1027,54.983
"4209",32.482,1008.3,45.696,3.323,21.193,1064.4,549.94,112.47,10.925,1.4018,53.661
"4210",31.999,1008.3,46.407,3.6039,23.694,1078.7,550.2,122.59,11.574,0.9017,59.375
"4211",30.767,1008.1,52.154,3.9855,26.724,1095.7,549.62,134.89,12.421,0.70455,64.835
"4212",29.079,1008,51.955,4.2358,28.956,1100.1,544.54,142.11,12.86,0.21965,65.542
"4213",27.371,1007.9,56.378,3.9537,27.15,1099.3,550.18,138.72,12.42,0.22551,68.185
"4214",25.637,1007.6,63.684,3.7856,25.618,1091.5,550.32,133.78,12.29,0.62526,62.301
"4215",24.151,1007.4,70.956,4.0787,28.002,1099.7,547,142.66,12.697,0.33304,65.375
"4216",23.188,1007.2,75.387,3.0451,20.486,1061.1,549.88,112.9,10.562,1.716,55.05
"4217",22.777,1006.9,75.605,3.0643,20.419,1060.4,550.18,112.78,10.508,1.8809,57.205
"4218",22.13,1006.9,75.396,3.0451,20.133,1058.9,549.9,111.91,10.513,1.8201,59.206
"4219",21.617,1006.9,74.67,3.012,20.086,1058.8,549.9,111.77,10.518,1.7636,60.508
"4220",21.232,1006.8,75.514,3.0216,19.905,1057.5,550.02,111.01,10.508,2.0095,60.447
"4221",21.153,1006.7,77.32,3.1054,20.162,1060.3,550.12,112.77,10.794,1.7974,60.101
"4222",21.919,1006.7,76.889,3.1208,20.352,1060.9,550.03,112.76,10.844,1.754,58.017
"4223",24.377,1006.6,68.446,3.9007,25.791,1083.4,545.13,130.26,12.059,1.1083,63.894
"4224",27.037,1006.6,57.441,4.4692,30.066,1100.1,540.66,146.52,13.165,0.26705,62.681
"4225",29.236,1006.5,52.558,4.5328,30.445,1099.9,539.32,147.85,13.311,0.38607,59.802
"4226",30.748,1006.5,48.063,4.472,30.147,1099.7,540.1,147.25,13.24,0.80003,60.506
"4227",31.867,1006.2,45.659,4.5045,30.199,1099.9,540.49,147,13.264,0.85727,60.856
"4228",32.507,1005.6,47.6,4.4504,29.27,1100,543.58,143.29,12.995,1.0413,63.524
"4229",32.779,1005.1,48.769,4.5659,30.402,1099.8,539.8,147.69,13.23,1.0793,56.615
"4230",33.183,1004.7,48.386,4.3469,28.763,1099.9,545.6,140.57,12.869,0.026352,63.617
"4231",33.622,1003.8,48.035,4.247,28.291,1095.1,544.58,139.56,12.658,0.1694,57.21
"4232",32.28,1003.3,56.838,3.3107,21.239,1064.2,549.98,112.81,10.924,1.3561,48.619
"4233",30.907,1002.9,59.019,3.6547,23.753,1078.4,549.55,122.75,11.634,1.1516,57.632
"4234",29.741,1003,53.823,4.0081,26.434,1094.2,549.77,133.86,12.418,0.75584,65.948
"4235",28.597,1003.2,58.329,4.4925,30.992,1099.6,537.56,149.03,13.293,0.45259,56.741
"4236",27.278,1003.3,64.214,3.9025,26.34,1093.4,549.3,135.2,12.296,0.55107,63.345
"4237",26.131,1003.5,71.446,4.1187,28.09,1099.5,546.85,142.54,12.738,0.67982,62.467
"4238",25.165,1003.6,72.072,4.388,29.962,1099.9,539.97,148.46,13.248,0.25335,57.36
"4239",24.805,1003.5,81.947,3.7162,24.878,1081.9,547.11,129.86,11.869,0.90897,55.595
"4240",25.132,1003.2,89.324,3.2183,20.588,1061.6,550.33,112.62,10.732,1.8657,48.469
"4241",25.574,1003.2,83.81,3.2312,20.695,1061.6,550.2,112.3,10.647,1.6395,49.722
"4242",25.597,1003,77.744,3.2325,20.749,1062.1,549.95,112.79,10.624,1.6153,52.225
"4243",25.302,1003.3,77.418,3.2109,20.718,1062.3,549.94,112.77,10.602,1.6031,52.972
"4244",25.156,1003.6,79.526,3.1589,20.689,1061.4,550.08,112.45,10.577,1.5383,51.178
"4245",25.67,1003.9,76.006,3.8403,25.76,1081.1,544.38,130.54,12.027,0.74923,54.854
"4246",26.497,1004.1,73.712,4.1896,28.322,1093.3,542.52,140.69,12.824,0.59854,58.209
"4247",27.359,1004.2,71.917,4.0428,26.833,1086.7,544.19,134.42,12.324,0.77951,54.518
"4248",28.311,1004.2,69.348,4.5544,30.419,1098.4,538.62,145.72,13.219,1.1933,57.182
"4249",29.06,1004.2,69.409,4.3935,29.225,1099.8,543.19,144.56,12.943,1.5395,58.546
"4250",29.648,1004.3,69.631,4.4793,29.839,1100.1,541.64,145.73,13.077,1.1527,55.755
"4251",32.095,1003.5,54.585,4.4595,29.703,1100.4,542.34,146.06,13.183,0.35119,55.253
"4252",31.061,1003.9,51.08,4.416,29.501,1100,542.97,143.59,13.004,0.062556,60.643
"4253",30.669,1004.2,52.718,4.3651,29.57,1099.7,542.72,144.97,12.97,0.088768,57.777
"4254",29.498,1004.6,52.171,4.4604,30.499,1099.7,539.6,147.86,13.227,0.42957,56.293
"4255",28.375,1004.8,53.522,4.4403,30.314,1100.3,540.41,148.71,13.333,0.56364,56.082
"4256",26.96,1004.9,59.168,4.3961,30.326,1100.1,539.65,148.93,13.29,0.67969,56.072
"4257",25.766,1004.7,63.215,3.8551,26.151,1092.5,549.11,135.49,12.29,0.34065,62.935
"4258",24.401,1004.4,68.257,4.4446,31.057,1099.8,537.01,150.98,13.391,0.37775,56.058
"4259",23.193,1004.4,72.094,4.4141,30.878,1099.6,537.56,151.26,13.289,0.33969,56.428
"4260",22.342,1004.4,74.657,3.7342,25.283,1089,549.81,133.62,12.017,0.50751,62.143
"4261",21.812,1004.4,76.307,3.7548,25.434,1090.1,549.99,134.74,11.974,0.43214,63.121
"4262",21.547,1004.7,77.4,3.7932,25.375,1090,550.04,134.74,11.968,0.60724,63.978
"4263",21.575,1005,78.818,3.8295,25.385,1090.2,549.9,134.72,11.963,0.41444,64.224
"4264",22.953,1005.4,73.591,3.8823,25.954,1091.9,549.59,135.09,12.22,0.42273,64.547
"4265",25.583,1005.6,65.635,4.5051,30.515,1099.5,539.33,148.62,13.25,0.6773,60.844
"4266",28.262,1005.8,59.825,4.5288,30.324,1100.1,540.02,147.3,13.262,0.31393,58.207
"4267",29.97,1006.1,54.346,4.4363,29.591,1100.2,542.64,145.03,13.017,0.78071,60.405
"4268",31.635,1006.2,49.95,4.1941,27.36,1099.2,549.33,137.46,12.617,0.56966,68.404
"4269",32.976,1006.3,47.552,4.6478,30.821,1099.7,538.4,148.33,13.357,0.78818,56.239
"4270",33.451,1006.2,44.145,4.6785,30.983,1100.1,537.74,149.41,13.451,0.93713,56.793
"4271",33.536,1006,46.621,4.5425,30.139,1099.8,540.91,147.29,13.206,1.0431,56.81
"4272",33.37,1005.8,47.938,4.4594,29.764,1099.6,542.51,146.33,13.191,0.39406,54.701
"4273",32.631,1005.6,52.556,4.4278,29.837,1100.4,541.6,146.39,13.183,0.13304,53.097
"4274",31.863,1005.6,57.68,4.4612,29.952,1100,541.15,146.14,13.136,0.43454,54.591
"4275",30.75,1005.6,57.948,4.4757,30.109,1100.3,541.04,146.62,13.201,0.30417,55.361
"4276",29.557,1005.8,66.453,4.4291,30.005,1100.3,541.18,146.34,13.152,0.50298,53.731
"4277",28.175,1005.9,75.41,4.3615,29.546,1099.9,542.54,145.52,12.96,0.37131,54.085
"4278",27.084,1005.9,79.895,3.8833,26.23,1092.5,549.57,135.05,12.134,0.24078,55.661
"4279",26.053,1005.7,82.079,4.4272,30.171,1100,540.05,147.63,13.231,0.31613,53.524
"4280",25.234,1005.5,88.806,4.4177,29.957,1100.2,541.17,147.44,13.248,0.23274,53.559
"4281",24.565,1005.3,92.345,3.9011,25.677,1090.8,549.88,134.1,12.139,0.15211,54.317
"4282",24.123,1005.1,94.033,3.8858,25.573,1090.2,549.77,133.73,12.016,0.27209,54.619
"4283",23.899,1005,95.018,3.9183,25.58,1090.7,550.01,133.75,11.979,0.38971,54.754
"4284",23.733,1005.1,95.777,3.9491,25.498,1090.4,550.25,133.74,11.942,0.19831,54.078
"4285",23.693,1005.1,95.847,3.7706,24.211,1082.6,549.95,128.3,11.583,0.51479,53.754
"4286",23.547,1005,98.655,3.3887,20.46,1060.7,550.04,112.78,10.593,1.6673,49.64
"4287",23.596,1004.8,99.319,4.3743,27.275,1086.1,542.01,136.1,12.396,0.8568,53.764
"4288",25.007,1004.9,97.489,4.485,29.19,1099.9,543.51,144.08,12.905,0.092872,57.055
"4289",26.68,1004.8,90.474,4.437,29.468,1100.1,542.98,144.33,13.073,0.37002,54.268
"4290",27.946,1004.6,85.939,4.3743,29.085,1099.7,543.8,143.92,13.016,0.2576,53.673
"4291",29.17,1004.5,82.017,4.3972,29.288,1099.7,543.13,144.2,13.116,0.76155,53.931
"4292",30.199,1004.2,74.771,4.346,29.151,1099.9,544.02,144.23,12.852,0.65585,54.148
"4293",31.179,1003.8,63.592,4.4569,29.577,1099.7,542.67,145.74,13.048,0.34205,55.629
"4294",32.134,1003.3,56.388,4.4833,29.734,1099.8,541.92,146.32,13.059,0.31077,56.593
"4295",33.239,1002.6,45.054,4.5262,29.891,1100.3,541.6,146.87,13.203,0.43264,57.6
"4296",34.332,1001.7,42.755,4.5098,29.826,1099.9,541.94,146.54,13.092,0.25479,56.351
"4297",34.483,1000.9,42.615,4.444,29.527,1099.8,543.32,145.83,13.124,0.25391,56.644
"4298",34.138,1000.2,43.563,4.4517,29.754,1100.2,542.51,146.11,13.038,0.67162,58.604
"4299",33.128,999.57,48.338,4.3448,29.384,1099.9,543.9,145.1,12.976,0.73253,58.884
"4300",31.249,999.06,69.845,4.3391,29.492,1100.2,543.68,144.39,12.997,0.93798,54.034
"4301",29.337,998.58,81.55,4.3272,29.309,1100.4,544.39,143.74,13.047,0.5539,51.989
"4302",28.311,998.42,79.227,4.3623,29.456,1099.9,543.27,144.55,13.029,0.22105,53.213
"4303",27.705,998.14,71.849,4.3309,29.494,1099.8,542.98,145.72,13.058,0.28666,56.268
"4304",26.3,997.89,69.93,4.4135,30.389,1100,540.2,148.61,13.247,0.32522,56.652
"4305",25.565,997.27,71.06,3.8421,25.935,1090.9,550.2,134.21,12.152,0.15922,60.41
"4306",25.419,996.89,71.431,3.883,26.052,1091.8,550.44,134.55,12.195,0.16256,61.56
"4307",25.506,996.17,74.615,3.9043,26.323,1093.5,550.27,135.75,12.237,0.17223,59.968
"4308",26.023,995.79,87.282,3.9559,26.511,1093.7,550.34,135.75,12.139,0.10681,56.569
"4309",26.19,996.02,87.056,3.3855,22.267,1069.4,550.4,118.4,11.01,1.0759,49.081
"4310",25.742,995.95,85.081,3.2439,20.909,1062,549.98,113.53,10.807,1.5115,48.551
"4311",25.821,995.96,87.788,4.3805,29.814,1099.7,542.31,144.79,12.985,0.29288,57.974
"4312",27.902,996.23,76.704,4.1204,27.275,1094.7,548.18,136.31,12.433,0.13404,61.068
"4313",28.693,996.66,70.562,4.2909,28.856,1099.6,545.34,142.23,12.883,0.26398,60.96
"4314",29.936,996.91,64.973,4.3381,29.321,1099.6,544.05,144.25,12.888,0.32587,59.925
"4315",31.367,997.34,62.942,4.2803,28.694,1100.1,546.78,142.58,12.832,1.3318,61.832
"4316",31.328,997.85,64.425,4.399,29.274,1100.2,544.28,143.89,12.918,0.87974,57.716
"4317",28.53,999.08,75.773,4.3264,29.07,1099.7,544.6,144.12,12.918,0.0061148,55.088
"4318",28.722,999.31,71.741,4.3155,29.171,1099.9,544.11,144.09,12.996,0.35506,57.608
"4319",28.496,999.49,77.475,4.3241,29.114,1100.1,544.72,144.12,12.979,0.35562,55.367
"4320",28.537,1000.1,74.67,4.4031,29.725,1099.9,542.21,145.94,13.103,0.60097,56.77
"4321",28.139,1000.7,70.17,4.4021,29.859,1100.2,542.13,146.6,13.169,0.29627,55.917
"4322",27.656,1001.3,69.466,4.4505,30.212,1100.2,540.47,147.3,13.24,0.3548,56.047
"4323",27.193,1002.1,72.018,4.4029,29.834,1100.3,541.56,146.73,13.212,0.47149,55.75
"4324",26.714,1002.9,74.503,4.3931,30.144,1100.2,540.54,147.42,13.254,0.23238,55.03
"4325",26.076,1003.3,79.488,4.3893,29.999,1100.1,541.16,147.2,13.296,0.23192,54.673
"4326",25.679,1003.5,82.323,4.4173,30.247,1100.1,540.19,147.72,13.256,0.32824,54.831
